Pfx,ID,Sex,subspecies,Data Year,All Data Years (Recap),mRWL,mRTS,Intact?,Mass,T_AvgBri,T_Hue,T_Chrom,R_AvgBri,R_Hue,R_Chrom,B_AvgBri,B_Hue,B_Chrom,V_AvgBri,V_Hue,V_Chrom,Song?,annual.mean T,annual.cv T,breed.meanT,cv.breedT,max.breedT,min.breedT,breed.varianceT,elevation,ClimStatID, Meant, CVt, Meanp, CVp
UK,X810200,M,rustica,,,123.00,100.00,Y,,8.9005,694.1500,0.5664,30.0669,642.7567,0.4163,26.2046,559.1000,0.3893,26.5018,608.7500,0.4744,,10.319693,6.476265,13.60976,5.129931,15.52,12.3,0.4874429,36.71598,65103827000,10.734,0.382,0.080,0.593
UK,X260645,M,rustica,,,122.00,107.00,Y,,8.3752,694.1500,0.6095,49.9287,630.4567,0.3642,42.6639,597.7500,0.3658,34.4255,621.4900,0.4044,,10.319693,6.476265,13.60976,5.129931,15.52,12.3,0.4874429,36.71598,65103827000,10.734,0.382,0.080,0.593
UK,X810102,M,rustica,,,131.00,102.00,Y,,9.9605,694.1500,0.5517,41.1463,612.7433,0.3733,50.2654,580.7467,0.3423,33.4283,620.4433,0.4196,,10.319693,6.476265,13.60976,5.129931,15.52,12.3,0.4874429,36.71598,65103827000,10.734,0.382,0.080,0.593
UK,x294476,M,rustica,,,129.00,106.00,Y,,8.8263,665.1267,0.5675,35.6076,611.1700,0.4141,22.0954,610.7833,0.4534,22.1059,634.0800,0.5199,,10.319693,6.476265,13.60976,5.129931,15.52,12.3,0.4874429,36.71598,65103827000,10.734,0.382,0.080,0.593
UK,v759750,M,rustica,,,132.00,125.00,Y,,11.9877,676.3933,0.5572,43.7432,603.0267,0.3717,43.7441,632.1000,0.3407,30.0578,618.0567,0.4309,,10.319693,6.476265,13.60976,5.129931,15.52,12.3,0.4874429,36.71598,65103827000,10.734,0.382,0.080,0.593
UK,v759861,M,rustica,,,128.00,100.20,Y,,9.2481,671.4400,0.5901,48.2054,642.5033,0.3544,45.2201,660.0767,0.3633,29.3565,622.1267,0.4169,,10.319693,6.476265,13.60976,5.129931,15.52,12.3,0.4874429,36.71598,65103827000,10.734,0.382,0.080,0.593
UK,x810133,M,rustica,,,128.00,114.00,Y,,13.5228,664.0767,0.5204,52.4925,580.5100,0.3426,36.8315,616.0700,0.3613,32.7175,595.4200,0.4020,,10.319693,6.476265,13.60976,5.129931,15.52,12.3,0.4874429,36.71598,65103827000,10.734,0.382,0.080,0.593
UK,x810176,M,rustica,,,126.00,104.00,Y,,8.0537,681.4100,0.5693,29.3219,678.0300,0.3785,26.1209,633.1133,0.3963,34.9667,610.0533,0.4207,,10.319693,6.476265,13.60976,5.129931,15.52,12.3,0.4874429,36.71598,65103827000,10.734,0.382,0.080,0.593
UK,x810152,M,rustica,,,127.00,112.00,Y,,6.3202,688.0100,0.5836,31.4299,660.0400,0.3930,29.2751,650.7700,0.3937,35.1741,644.5100,0.4075,,10.319693,6.476265,13.60976,5.129931,15.52,12.3,0.4874429,36.71598,65103827000,10.734,0.382,0.080,0.593
UK,x294472,M,rustica,,,129.00,106.50,Y,,8.8832,687.8000,0.5716,36.2003,594.4433,0.3837,37.2684,566.7500,0.3684,23.1390,571.4000,0.4422,,10.319693,6.476265,13.60976,5.129931,15.52,12.3,0.4874429,36.71598,65103827000,10.734,0.382,0.080,0.593
UK,x810129,M,rustica,,,127.00,106.00,Y,,10.3740,673.1300,0.5513,44.2005,627.4533,0.3813,36.4940,587.0733,0.3766,31.3666,606.7167,0.4557,,10.319693,6.476265,13.60976,5.129931,15.52,12.3,0.4874429,36.71598,65103827000,10.734,0.382,0.080,0.593
UK,v759736,M,rustica,,,127.00,96.50,Y,,13.0485,670.1467,0.5540,36.1521,590.7800,0.4057,39.4161,631.6967,0.3755,23.2947,623.4200,0.4725,,10.319693,6.476265,13.60976,5.129931,15.52,12.3,0.4874429,36.71598,65103827000,10.734,0.382,0.080,0.593
UK,x260646,M,rustica,,,128.00,119.00,Y,,6.3369,687.8000,0.5908,39.0443,612.1267,0.3627,35.0903,594.3933,0.3954,21.4474,687.3667,0.4525,,10.319693,6.476265,13.60976,5.129931,15.52,12.3,0.4874429,36.71598,65103827000,10.734,0.382,0.080,0.593
UK,x260655,M,rustica,,,129.00,118.00,Y,,13.6697,688.1133,0.5069,47.0171,584.7100,0.3463,50.0706,595.8200,0.3516,31.2229,622.7800,0.4136,,10.319693,6.476265,13.60976,5.129931,15.52,12.3,0.4874429,36.71598,65103827000,10.734,0.382,0.080,0.593
