band,population,country,year,sex,ci1,rs,tail.mean,weight,date,t.avg.bright,t.hue,t.chrom,r.avg.bright,r.hue,r.chrom,b.avg.bright,b.hue,b.chrom,v.avg.bright,v.hue,v.chrom,band_x_pop,lat,long
2540-44616,colorado,USA,2008,M,157,7,86,17,52808,28.82517443,630.1,0.46010323,32.26118378,607.81,0.414853757,32.50660357,606.1033333,0.427061476,23.6178219,607.4866667,0.484958832,2540-44616 CO,40.0274,-105.2519
2540-44617,colorado,USA,2008,F,157,7,79,15.5,52808,21.00196662,656.7033333,0.520589824,23.03934769,646.1433333,0.51097129,49.44587698,609.4366667,0.363568271,20.42222567,610.7166667,0.526823652,2540-44617 CO,40.0274,-105.2519
2540-44618,colorado,USA,2008,F,146,8,78.5,19,52808,22.94219012,595.7066667,0.484513586,42.09745068,583.4166667,0.400954332,38.89451728,587.7033333,0.372541703,34.25951227,619.09,0.397549121,2540-44618 CO,40.0274,-105.2519
2540-44619,colorado,USA,2008,M,146,8,95.58333333,16.75,52808,13.92234535,681.4566667,0.523581022,35.54826857,577.7166667,0.44599122,27.18196945,558.3766667,0.47422431,23.1419097,619.7433333,0.459128413,2540-44619 CO,40.0274,-105.2519
2540-44620,colorado,USA,2008,M,143,4,88.5,17,52808,25.5340454,644.73,0.457416476,19.88062777,633.14,0.516060211,24.50803505,624.06,0.485985462,26.03538675,612.7233333,0.494721769,2540-44620 CO,40.0274,-105.2519
2540-44621,colorado,USA,2008,M,158,7,91,16.75,52808,24.80927675,632.4533333,0.481685918,41.75275146,612.82,0.440398498,39.5684697,588.78,0.438683149,24.36125789,611.8333333,0.539318665,2540-44621 CO,40.0274,-105.2519
2540-44622,colorado,USA,2008,F,NA,NA,78.25,17.25,52808,25.62671674,597.3633333,0.456497235,43.82286012,563.4266667,0.385789621,39.64436087,599.77,0.42809891,37.05520431,615.13,0.441898095,2540-44622 CO,40.0274,-105.2519
2540-44624,colorado,USA,2008,F,157,5,73.25,20.5,52808,27.95397313,645.3966667,0.471592821,41.72833584,610.7533333,0.425327516,28.50572609,608.77,0.451720186,25.61306443,623.4133333,0.522434719,2540-44624 CO,40.0274,-105.2519
2540-44625,colorado,USA,2008,M,153,6,91,17.75,52808,19.87664447,646.0833333,0.496976692,34.82481155,589.3733333,0.46045147,33.9276902,603.0466667,0.460806221,26.60737423,600.04,0.495896951,2540-44625 CO,40.0274,-105.2519
2540-44626,colorado,USA,2008,F,158,2,84.5,19.5,52808,26.03126022,602.4033333,0.504235496,39.26616274,616.7266667,0.416894538,29.00117243,611.46,0.472049479,21.50297964,657.4866667,0.539176902,2540-44626 CO,40.0274,-105.2519
2540-44627,colorado,USA,2008,M,154,4,78.66666666500001,16.5,52808,13.41779703,683.45,0.550046604,32.79548473,604.4333333,0.455188585,25.83419246,627.4233333,0.45894664,36.96397964,620.7933333,0.460354426,2540-44627 CO,40.0274,-105.2519
2540-44628,colorado,USA,2008,F,161,7,83.5,18.25,52808,24.9551095,635.07,0.49864985,42.49965198,615.8,0.410772601,29.78996979,636.4133333,0.489367996,29.01036638,626.6866667,0.472730253,2540-44628 CO,40.0274,-105.2519
2540-44629,colorado,USA,2008,M,158,2,83.16666666500001,17.5,52808,23.79691654,667.37,0.501340531,35.45791103,635.07,0.45516718,32.02644767,637.1133333,0.48293204,34.15550643,627.0733333,0.472124668,2540-44629 CO,40.0274,-105.2519
2540-44630,colorado,USA,2008,M,143,4,92,18.5,52808,7.42300651,682.0866667,0.579126604,28.90454098,607.7733333,0.476858638,20.22600517,610.46,0.515609586,18.32866583,672.3933333,0.573140782,2540-44630 CO,40.0274,-105.2519
2540-44631,colorado,USA,2008,F,140,6,83.58333333499999,17.75,52808,25.6389359,623.0733333,0.493556203,31.51088566,643.8,0.473641358,31.15238658,619.4066667,0.472878598,27.36942581,664.82,0.488395562,2540-44631 CO,40.0274,-105.2519
2540-44632,colorado,USA,2008,M,140,6,97.25,18,52808,18.62803255,610.01,0.478541022,29.66410366,622.4033333,0.486989301,18.54690269,660.12,0.533130418,17.5516645,684.3966667,0.536038496,2540-44632 CO,40.0274,-105.2519
2540-44633,colorado,USA,2008,M,153,7,91.75,18,52808,25.71643632,656.1466667,0.479502797,25.06291754,648.0766667,0.484359682,28.98421132,635.4566667,0.47960954,20.69474562,652.1133333,0.511975384,2540-44633 CO,40.0274,-105.2519
2540-44634,colorado,USA,2008,M,143,5,91.83333333499999,17.5,52808,14.24616675,673.0966667,0.520030135,25.95978434,648.36,0.522862307,21.35537373,638.4733333,0.524525373,19.7695979,667.7466667,0.521697022,2540-44634 CO,40.0274,-105.2519
2540-44636,colorado,USA,2008,M,NA,NA,90.5,19,52908,11.96312485,685.1066667,0.597275113,34.13690269,600.0866667,0.460909279,29.18894492,598.8066667,0.449098305,27.72278267,612.4766667,0.499191173,2540-44636 CO,40.0274,-105.2519
2540-44637,colorado,USA,2008,F,NA,NA,77,16.5,52908,25.83054315,593.3666667,0.427539852,38.29848039,571.4166667,0.383904574,40.2764687,566.0933333,0.404085635,22.81585111,603.4366667,0.51015961,2540-44637 CO,40.0274,-105.2519
2540-44639,colorado,USA,2008,M,NA,NA,112,18.5,52908,8.638146553,694.15,0.60361363,34.47780154,589.7966667,0.451507308,27.90762093,601.45,0.46435694,30.06934719,598.7833333,0.419689707,2540-44639 CO,40.0274,-105.2519
2540-44640,colorado,USA,2008,M,NA,NA,94.83333333499999,16.5,52908,15.15700117,670.1466667,0.554656333,31.13277249,602.73,0.4352443,23.78968035,650.8033333,0.467166404,25.72031097,596.0666667,0.480608459,2540-44640 CO,40.0274,-105.2519
2540-44641,colorado,USA,2008,M,NA,NA,82.5,16.5,52908,14.15309481,651.1,0.531019224,34.67212118,607.4866667,0.443651306,22.64532883,625.7966667,0.464232651,28.62023418,625.4833333,0.46844185,2540-44641 CO,40.0274,-105.2519
2540-44644,colorado,USA,2008,M,164,8,94.75,17,62508,12.64690119,658.41,0.561307797,35.9351125,609.7633333,0.438364109,42.8111978,629.4633333,0.406759669,25.46971724,623.48,0.484455466,2540-44644 CO,40.0274,-105.2519
2540-44645,colorado,USA,2008,M,200,4,92,16.5,53008,22.28450442,595.8066667,0.461154264,39.68637673,567.0733333,0.428776105,29.50974495,582.4266667,0.420121454,31.12259957,568.7266667,0.4181379,2540-44645 CO,40.0274,-105.2519
2540-44646,colorado,USA,2008,M,141,10,99.5,17.5,53008,13.76452078,663.1366667,0.549837356,20.44507595,664.1166667,0.50757916,18.54639776,643.0866667,0.49073675,18.81415089,645.5033333,0.53329931,2540-44646 CO,40.0274,-105.2519
2540-44648,colorado,USA,2008,F,197,4,78.16666666500001,16,53008,15.91480704,675.1066667,0.585817952,37.37763779,647.0766667,0.414182401,31.54261042,563.3666667,0.43217331,18.96370923,665.0966667,0.516665705,2540-44648 CO,40.0274,-105.2519
2540-44649,colorado,USA,2008,M,142,10,95,17,53008,16.72747722,694.15,0.519621679,27.59100801,621.5,0.491018016,25.16524754,669.8266667,0.477303851,27.50306526,604.0366667,0.470556261,2540-44649 CO,40.0274,-105.2519
2540-44650,colorado,USA,2008,F,142,10,87.75,19.5,62608,21.34796378,619.0866667,0.504052119,29.99588933,606.13,0.454726052,33.21041145,616.4333333,0.445474805,22.97351828,637.1066667,0.510754366,2540-44650 CO,40.0274,-105.2519
2540-44651,colorado,USA,2008,F,200,4,68,16,53008,31.62963796,575.37,0.46113022,37.31993674,629.4633333,0.430439848,39.71090736,602.42,0.419897943,33.27586697,609.8133333,0.433983126,2540-44651 CO,40.0274,-105.2519
2540-44652,colorado,USA,2008,F,193,4,75.91666666500001,17.5,53008,23.26425004,608.8266667,0.510903691,39.96854231,605.48,0.407765423,26.82755583,591.7633333,0.448806536,22.97920798,657.4533333,0.499114739,2540-44652 CO,40.0274,-105.2519
2540-44654,colorado,USA,2008,F,NA,NA,82.25,19.5,53008,16.45382841,624.4233333,0.547728081,32.4083325,595.46,0.452775375,42.30150676,582.7866667,0.415313798,28.84271591,628.3633333,0.442085539,2540-44654 CO,40.0274,-105.2519
2540-44655,colorado,USA,2008,M,183,4,83,17,53008,19.92965148,645.74,0.489344099,31.51943866,622.14,0.464232743,35.48627525,600.0733333,0.430285761,21.50821349,658.73,0.481153162,2540-44655 CO,40.0274,-105.2519
2540-44656,colorado,USA,2008,M,179,5,89.5,17.75,53008,16.95196628,660.0366667,0.543307428,27.45860875,633.45,0.501801059,28.53994108,585.09,0.481562661,29.45738224,607.8066667,0.485452793,2540-44656 CO,40.0274,-105.2519
2540-44657,colorado,USA,2008,F,183,4,74,17,53008,16.61005141,621.3666667,0.539515086,34.64299049,592.0833333,0.363437423,24.84314505,629.7433333,0.42395506,28.35285495,624.07,0.358509117,2540-44657 CO,40.0274,-105.2519
2540-44658,colorado,USA,2008,M,184,5,85.5,NA,53008,12.67413887,655.71,0.582993351,28.17033484,644.4533333,0.49317627000000003,23.81528092,632.78,0.524270009,22.26951728,652.38,0.529892356,2540-44658 CO,40.0274,-105.2519
2540-44659,colorado,USA,2008,M,156,9,90.5,19.5,70608,19.30142514,619.4466667,0.559113748,35.22135403,602.08,0.479003957,29.4668199,626.7666667,0.458428178,16.37206076,612.4033333,0.577254746,2540-44659 CO,40.0274,-105.2519
2540-44661,colorado,USA,2008,M,135,10,88.25,17.25,60208,12.70832365,662.7033333,0.572615914,27.97328877,591.0766667,0.489345374,17.85864747,635.7666667,0.532547237,23.98703372,647.7533333,0.517754958,2540-44661 CO,40.0274,-105.2519
2540-44662,colorado,USA,2008,M,169,5,86.08333333499999,18.5,60208,20.96141529,622.0833333,0.490469791,32.17191571,602.1133333,0.468817242,38.33017827,590.4466667,0.416420377,21.23570823,636.12,0.525817269,2540-44662 CO,40.0274,-105.2519
2540-44663,colorado,USA,2008,M,147,7,95.75,16,70808,23.23311684,663.79,0.449425796,35.8848229,613.8433333,0.42882689,32.57972826,598.7666667,0.439133327,23.12277316,608.1066667,0.507762214,2540-44663 CO,40.0274,-105.2519
2540-44664,colorado,USA,2008,F,145,9,77,21,60308,23.48745268,606.1066667,0.493154067,46.78173928,608.4133333,0.371056771,44.66203789,554.1733333,0.381448852,45.93097713,573.7033333,0.356265897,2540-44664 CO,40.0274,-105.2519
2540-44665,colorado,USA,2008,F,143,6,87.25,19.5,60308,17.17662143,667.4433333,0.553253311,32.75089067,570.7533333,0.415268742,46.23027374,573.37,0.377925137,44.11093707,564.0733333,0.369131862,2540-44665 CO,40.0274,-105.2519
2540-44666,colorado,USA,2008,M,143,6,91.83333333499999,16.5,60308,16.40629611,670.4666667,0.54543883,33.10702303,612.0666667,0.466628483,18.94037556,623.1,0.485413369,17.27053247,622.14,0.548598304,2540-44666 CO,40.0274,-105.2519
2540-44670,colorado,USA,2008,F,NA,NA,80.75,20,60308,16.67030262,622.78,0.577949419,42.75570923,604.0866667,0.40870227,24.59149474,621.41,0.423111488,31.75264397,612.3833333,0.458310291,2540-44670 CO,40.0274,-105.2519
2540-44671,colorado,USA,2008,M,140,4,91.5,18,60408,16.43880571,637.39,0.446947886,22.11035086,601.06,0.525689049,18.39555917,650.78,0.539313886,19.59823302,600.7566667,0.493988351,2540-44671 CO,40.0274,-105.2519
2540-44674,colorado,USA,2008,F,142,8,72.75,15.5,80508,23.82381622,604.7733333,0.496442716,34.19070489,617.07,0.451304078,36.50726506,609.6866667,0.415591857,32.70723986,601.0666667,0.39867033,2540-44674 CO,40.0274,-105.2519
2540-44676,colorado,USA,2008,M,142,9,94.5,18,60408,23.66625922,663.1033333,0.378949691,29.23365849,582.0533333,0.464984401,31.59417493,576.45,0.430369061,18.03195527,656.07,0.55059669,2540-44676 CO,40.0274,-105.2519
2540-44677,colorado,USA,2008,F,142,10,79.5,20.5,60408,29.4515777,615.4266667,0.449594822,29.18529361,623.46,0.455577438,21.14390519,609.4233333,0.490067499,23.03892839,593.0666667,0.493115187,2540-44677 CO,40.0274,-105.2519
2540-44678,colorado,USA,2008,M,142,10,88.08333333499999,19.5,60408,12.85790653,656.3866667,0.573152101,33.34509364,564.41,0.468573773,26.64203806,617.45,0.473844645,27.59515073,607.42,0.464526798,2540-44678 CO,40.0274,-105.2519
2540-44679,colorado,USA,2008,M,139,4,94,NA,60608,21.20821065,614.4533333,0.513599498,39.65575113,574.4166667,0.436360229,32.89866533,626.12,0.472826209,23.27532632,640.4633333,0.499331734,2540-44679 CO,40.0274,-105.2519
2540-44680,colorado,USA,2008,M,131,8,101.5,17,60608,17.36710566,681.1433333,0.450309459,18.29629027,590.0666667,0.446556807,30.5686024,606.7666667,0.435505702,26.89097964,633.1366667,0.471297836,2540-44680 CO,40.0274,-105.2519
2540-44684,colorado,USA,2008,M,165,9,79.5,16,60608,16.97360424,635.7633333,0.544745855,45.4457361,557.79,0.390941645,36.57333968,572.3966667,0.421128884,36.87656251,587.4266667,0.402218928,2540-44684 CO,40.0274,-105.2519
2540-44685,colorado,USA,2008,F,156,5,75.5,18,60608,24.65609381,574.7466667,0.481301958,48.32696545,578.15,0.37747904,45.30332933,610.4333333,0.373879041,25.3365313,586.0833333,0.433732512,2540-44685 CO,40.0274,-105.2519
2540-44686,colorado,USA,2008,F,175,0,78.41666666500001,17.5,71708,22.11242681,653.7566667,0.507070701,34.36854248,567.7466667,0.424927672,32.91211935,627.78,0.449468764,31.05276114,629.1233333,0.457408104,2540-44686 CO,40.0274,-105.2519
2540-44688,colorado,USA,2008,F,165,8,77.25,15,60608,27.26639876,592.04,0.474593971,47.52230012,603.7466667,0.39652457,38.62883075,612.74,0.422223439,35.06745835,586.4033333,0.4217449,2540-44688 CO,40.0274,-105.2519
2540-44689,colorado,USA,2008,M,135,8,91,15,60608,15.04531864,669.05,0.504383175,19.1229758,664.69,0.537156416,17.69473093,672.06,0.558936079,21.14467852,628.0766667,0.502098171,2540-44689 CO,40.0274,-105.2519
2540-44690,colorado,USA,2008,F,140,7,86,18.5,60808,16.68857303,670.08,0.530642935,24.83560524,606.1033333,0.463410733,22.59684811,623.0566667,0.460116138,21.07030095,605.13,0.43373076,2540-44690 CO,40.0274,-105.2519
2540-44692,colorado,USA,2008,M,140,7,89.58333333499999,20,60808,13.28717076,677.3933333,0.54719115,24.23344333,589.7066667,0.472359298,19.4747094,609.7066667,0.54533632,18.43473293,626.4033333,0.537779643,2540-44692 CO,40.0274,-105.2519
2540-44694,colorado,USA,2008,F,135,10,80.33333333499999,19.5,60908,16.58369287,680.7733333,0.562766503,35.07221649,606.5066667,0.457525429,40.52252345,586.07,0.398068747,24.70785695,626.41,0.504101486,2540-44694 CO,40.0274,-105.2519
2540-44695,colorado,USA,2008,F,146,4,73.75,21.5,60908,25.55015189,644.4066667,0.485275927,42.98085946,552.3966667,0.381844278,26.72180471,586.7133333,0.375536019,35.72616408,558.7666667,0.404169021,2540-44695 CO,40.0274,-105.2519
2540-44696,colorado,USA,2008,M,146,4,92.08333333499999,19,60908,13.58079553,658.7666667,0.551189439,24.68985862,625.1433333,0.511559895,25.99086179,622.46,0.501706693,15.96992021,658.4466667,0.568092946,2540-44696 CO,40.0274,-105.2519
2540-44697,colorado,USA,2008,M,136,8,65.41666666500001,18,60908,6.451003338,664.7566667,0.646110294,23.74655133,646.1433333,0.512073158,19.44084594,658.1366667,0.495872271,18.90910199,646.7833333,0.523797018,2540-44697 CO,40.0274,-105.2519
2540-44698,colorado,USA,2008,M,133,9,91.08333333499999,19.5,60908,12.09870189,688.49,0.532893537,26.28817309,656.4433333,0.510724478,22.12103672,623.1,0.480336212,14.9592881,641.7533333,0.56057743,2540-44698 CO,40.0274,-105.2519
2540-44699,colorado,USA,2008,F,133,9,72.25,18,60908,10.11332115,676.79,0.576313993,21.27997363,619.0833333,0.460700405,29.96832015,615.13,0.469414603,27.72705909,606.0766667,0.427964431,2540-44699 CO,40.0274,-105.2519
2540-44700,colorado,USA,2008,F,143,4,80,21,61008,13.47039192,640.7933333,0.573930149,36.17120931,640.1133333,0.412849965,15.56992122,627.08,0.4810449,13.22054331,665.7566667,0.564192193,2540-44700 CO,40.0274,-105.2519
2540-44701,colorado,USA,2008,F,161,4,76.5,19.75,61008,19.01671407,639.7933333,0.529696983,34.97664597,592.06,0.433332529,19.44785144,639.42,0.418542287,20.71460357,641.1133333,0.499278591,2540-44701 CO,40.0274,-105.2519
2540-44702,colorado,USA,2008,M,NA,NA,87.5,18,61008,16.64540194,622.46,0.549968995,31.66280938,590.7733333,0.433699718,21.40199015,622.78,0.511563604,29.31996378,588.08,0.444922936,2540-44702 CO,40.0274,-105.2519
2540-44703,colorado,USA,2008,M,NA,NA,92.83333333499999,20,61108,8.718442497,676.4166667,0.627344366,16.74379619,624.06,0.540881936,12.02154632,664.1166667,0.56883033,8.159979803,654.7733333,0.589006261,2540-44703 CO,40.0274,-105.2519
2540-44704,colorado,USA,2008,F,159,5,68.25,19.5,61108,11.96189234,670.1466667,0.572573617,33.18197429,608.1266667,0.458273126,25.66843732,643.7933333,0.483918274,25.49498982,608.7766667,0.470215648,2540-44704 CO,40.0274,-105.2519
2540-44705,colorado,USA,2008,M,157,1,79.5,17.5,61108,16.52781973,647.1033333,0.555144179,29.37344617,608.1266667,0.494741495,22.90565415,587.4366667,0.439999844,23.03722517,622.14,0.491045316,2540-44705 CO,40.0274,-105.2519
2540-44706,colorado,USA,2008,M,138,5,94.5,18,61108,16.72581188,639.7933333,0.55305601,17.95885578,629.7833333,0.547733593,18.07630229,615.1266667,0.516925363,14.47567468,687.8,0.577364693,2540-44706 CO,40.0274,-105.2519
2540-44707,colorado,USA,2008,F,158,7,79.25,17.5,61108,10.29100768,682.83,0.582403546,30.05490552,598.0866667,0.434438811,21.49287631,599.7566667,0.441389697,25.44879753,581.0733333,0.437340598,2540-44707 CO,40.0274,-105.2519
2540-44708,colorado,USA,2008,M,142,8,91,15.25,61308,17.82894358,693.7766667,0.477769438,25.48441546,615.7766667,0.485178692,26.17496528,669.7733333,0.497709138,33.04006643,629.3966667,0.456556213,2540-44708 CO,40.0274,-105.2519
2540-44709,colorado,USA,2008,M,154,4,80,17,61308,19.23092439,657.14,0.49904284,35.6631524,576.18,0.412198262,33.08234385,637.4066667,0.419639009,19.86936605,616.0966667,0.508243835,2540-44709 CO,40.0274,-105.2519
2540-44711,colorado,USA,2008,F,NA,NA,85.25,18.5,61308,17.49757503,679.12,0.537763893,26.15258004,622.14,0.492108158,22.86813153,617.7666667,0.470857622,23.11214989,621.82,0.511792545,2540-44711 CO,40.0274,-105.2519
2540-44712,colorado,USA,2008,F,142,4,82.5,16.5,61308,10.71547939,625.7366667,0.572240209,33.76274261,597.3666667,0.44285877,28.77147788,580.09,0.430339566,25.88422308,573.66,0.399054557,2540-44712 CO,40.0274,-105.2519
2540-44713,colorado,USA,2008,F,153,6,80.5,17.5,61308,9.020582207,669.8266667,0.593925621,30.05230512,615.1333333,0.465698674,31.124334,614.4866667,0.473897204,24.29292956,598.08,0.455844549,2540-44713 CO,40.0274,-105.2519
2540-44715,colorado,USA,2008,F,154,3,76,16.75,61308,14.36983175,670.1466667,0.560497123,37.95262427,621.1133333,0.444140306,37.67562727,632.4166667,0.411758242,31.19792739,598.5166667,0.445459344,2540-44715 CO,40.0274,-105.2519
2540-44716,colorado,USA,2008,M,142,7,96.25,17.5,61308,18.02680387,637.1266667,0.520525178,30.14651193,618.42,0.46868428,9.193994325,694.15,0.537705251,27.35202554,693.7766667,0.505550065,2540-44716 CO,40.0274,-105.2519
2540-44717,colorado,USA,2008,M,160,4,91.5,15.5,61308,14.96098398,687.1133333,0.525386215,14.74489885,635.1233333,0.518231148,16.56071824,637.1133333,0.498443862,18.5906246,630.07,0.485933219,2540-44717 CO,40.0274,-105.2519
2540-44718,colorado,USA,2008,F,139,6,77.5,15,61308,21.56206309,650.0933333,0.503157694,33.79579953,620.7933333,0.472270913,32.72840277,669.7733333,0.473616651,22.25394175,694.15,0.531785198,2540-44718 CO,40.0274,-105.2519
2540-44720,colorado,USA,2008,F,140,4,73.83333333,17.5,61308,14.99742664,694.15,0.55350955,22.29156468,614.1466667,0.437488113,27.54356535,669.7733333,0.47949948,12.63938074,663.43,0.516750138,2540-44720 CO,40.0274,-105.2519
2540-44721,colorado,USA,2008,F,154,4,75.58333333499999,19,61308,18.80469437,693.4033333,0.525360038,27.43742864,669.8266667,0.449512263,30.85924954,656.4433333,0.417053691,25.74013237,657.14,0.46769181,2540-44721 CO,40.0274,-105.2519
2540-44722,colorado,USA,2008,F,143,4,76.41666666500001,17.5,61308,11.78190235,617.7733333,0.56239817,29.10207778,602.02,0.431217874,20.06984276,604.4,0.441913884,16.6757341,587.7566667,0.461759194,2540-44722 CO,40.0274,-105.2519
2540-44723,colorado,USA,2008,M,161,3,86,18,61608,14.75828159,654.1066667,0.469022454,16.66879703,687.0533333,0.565854654,19.50890719,639.0766667,0.528130759,18.53528059,677.36,0.494907874,2540-44723 CO,40.0274,-105.2519
2540-44724,colorado,USA,2008,F,163,4,72.75,19.5,61608,10.29452462,659.0833333,0.606658555,19.68016925,580.75,0.456519376,12.66821132,625.1,0.515205055,26.74409998,556.7333333,0.442888751,2540-44724 CO,40.0274,-105.2519
2540-44725,colorado,USA,2008,M,160,3,87.25,17.5,61608,8.815478384,663.7366667,0.574182038,23.95565715,606.75,0.518661899,25.93048022,629.7833333,0.482736353,22.65869104,666.75,0.52032716,2540-44725 CO,40.0274,-105.2519
2540-44726,colorado,USA,2008,F,160,3,72,18,61608,17.14014455,670.0933333,0.505161326,29.83788933,595.4133333,0.48559729,21.5560908,650.13,0.478817466,26.5214031,612.4333333,0.466823349,2540-44726 CO,40.0274,-105.2519
2540-44727,colorado,USA,2008,M,163,4,82.5,17,61608,11.28334418,694.15,0.56339856,19.92055416,643.82,0.559443676,22.7397114,656.77,0.526502062,11.98699716,694.15,0.590812085,2540-44727 CO,40.0274,-105.2519
2540-44729,colorado,USA,2008,F,NA,NA,79.16666666500001,17.5,61608,9.712159406,683.45,0.602088497,30.16039042,617.7733333,0.453334625,28.52608763,602.4,0.4443215,23.08038458,611.4566667,0.445567865,2540-44729 CO,40.0274,-105.2519
2540-44730,colorado,USA,2008,F,157,1,71.91666666500001,18,61608,12.57872542,677.79,0.582834697,21.15635937,649.37,0.520096596,22.38936221,645.7133333,0.519594612,11.06300951,670.0933333,0.556842103,2540-44730 CO,40.0274,-105.2519
2540-44731,colorado,USA,2008,F,165,9,NA,18,61608,20.66658287,627.0766667,0.511017654,28.95752746,633.7533333,0.428851722,26.95063245,637.7166667,0.425438819,25.87553497,613.4566667,0.498416017,2540-44731 CO,40.0274,-105.2519
2540-44732,colorado,USA,2008,M,160,5,77.58333333499999,17,61608,11.31067301,681.1433333,0.519291743,27.86529878,620.4733333,0.483603585,20.91754281,645.5033333,0.512444452,23.05955183,631.77,0.516561148,2540-44732 CO,40.0274,-105.2519
